Name;Rank;Level;Class;Race;Sex;Last Online (Days);Main/Alt;Player Alts;Join Date;Promo Date;Rank History;Birthday;Public Note;Officer Note;Custom Note;Faction
Irvh;Arch Fiendling;60;Hunter;Night Elf;Male;0.17;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;20 Nov '25;22 Nov '25;Arch Fiendling: 22 Nov '25,Altling: 20 Nov '25,Altling: 21 Nov '25,Altling: 20 Nov '25,Imp: 20 Nov '25;;Light of the Rond Table;Joined: 20 Nov '25;;Alliance
Irvmend;Arch Fiendling;60;Mage;Human;Female;8;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;27 Jan '26;01 Feb '26;Arch Fiendling: 01 Feb '26,Imp: 27 Jan '26;;Merlondo;Joined: 27 Jan '26 ;;Alliance
Irvpal;Arch Fiendling;60;Paladin;Human;Male;0.08;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;20 Nov '25;20 Nov '25;Arch Fiendling: 20 Nov '25,Initiate: 20 Nov '25;;Royal Rondo [Eng]203/[Skin]283;Joined: 20 Nov '25;;Alliance
Itscluu;Altling;60;Rogue;Night Elf;Female;41;Alt;Cluu-WildGrowth,Notcluu-WildGrowth(main);30 May '26;30 May '26;Altling: 30 May '26,Imp: 30 May '26;; [Ench]/[Mine]1;Joined: 30 May '26 ;;Alliance
Itsm;Imp;60;Mage;Human;Male;23;;;02 Jun '26;02 Jun '26;Imp: 02 Jun '26;;main;Joined: 02 Jun '26 ;;Alliance
Jadisi;Imp;60;Priest;Night Elf;Female;6;Main;;04 Jan '26;04 Jan '26;Imp: 04 Jan '26;;main [TL]286/[Skin]300;Joined: 04 Jan '26;;Alliance
Jaggedjack;Fel Reaver;60;Rogue;Night Elf;Male;4;Main;;11 Dec '25;11 Dec '25;Fel Reaver: 11 Dec '25,Imp: 11 Dec '25;;main [Mine]/[Herb]300;Joined: 11 Dec '25;;Alliance
Janet;Imp;60;Paladin;Human;Female;2;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;; [Mine]/[BS]300;Joined: 28 Jul '26 ;;Alliance
Jibbjab;Imp;34;Rogue;Human;Female;107;;;14 Apr '26;14 Apr '26;Imp: 14 Apr '26;; [LW]8/[Skin]29;Joined: 14 Apr '26 ;;Alliance
Jiino;Altling;60;Priest;Dwarf;Male;2;Alt;Jiinop-WildGrowth,Jiinoshock-WildGrowth,Jiinotwo-WildGrowth,Jiinou-WildGrowth(main);05 Apr '26;03 May '26;Altling: 03 May '26,Imp: 05 Apr '26;;Jiinou [Alc]77/[Herb]53;Joined: 05 Apr '26 ;;Alliance
Jiinop;Altling;25;Paladin;Human;Female;25;Alt;Jiino-WildGrowth,Jiinoshock-WildGrowth,Jiinotwo-WildGrowth,Jiinou-WildGrowth(main);21 Jun '26;04 Jul '26;Altling: 04 Jul '26,Imp: 21 Jun '26;;Jiinou @ 25 [Alc]144/[LW]137;Joined: 21 Jun '26 ;;Alliance
Jiinoshock;Altling;60;Paladin;Human;Female;29;Alt;Jiino-WildGrowth,Jiinop-WildGrowth,Jiinotwo-WildGrowth,Jiinou-WildGrowth(main);28 Jun '26;28 Jun '26;Altling: 28 Jun '26,Imp: 28 Jun '26;;Jin;Joined: 28 Jun '26 ;;Alliance
Jiinotwo;Imp;17;Paladin;Dwarf;Female;3;Alt;Jiino-WildGrowth,Jiinop-WildGrowth,Jiinoshock-WildGrowth,Jiinou-WildGrowth(main);10 Jun '26;10 Jun '26;Imp: 10 Jun '26;;Jiinou [Mine]12/[BS]4;Joined: 10 Jun '26 ;;Alliance
Jiinou;Void Knight;60;Paladin;Human;Male;0.75;Main;Jiino-WildGrowth,Jiinop-WildGrowth,Jiinoshock-WildGrowth,Jiinotwo-WildGrowth;02 Apr '26;04 Jul '26;Void Knight: 04 Jul '26,Fel Reaver: 27 Apr '26,Imp: 02 Apr '26;;finlands finest [Ench]/[Eng]300;Joined: 02 Apr '26 ;;Alliance
Jimmeyy;Altling;60;Warlock;Human;Female;12;Alt;Casperlee-WildGrowth,Daney-WildGrowth,Joeeyy-WildGrowth,Johney-WildGrowth(main),Móuse-WildGrowth,Roney-WildGrowth,Yaney-WildGrowth;09 Dec '25;15 Dec '25;Altling: 15 Dec '25,Imp: 09 Dec '25,Left Guild: 08 Dec '25,Altling: 24 Nov '25;;1305gs [TL]/[Herb]300;Joined: 09 Dec '25;;Alliance
Jobiwan;Imp;60;Paladin;Human;Male;111;;;04 Apr '26;04 Apr '26;Imp: 04 Apr '26;;Main [Mine]154/[BS]150;Joined: 04 Apr '26 ;;Alliance
Joeeyy;Altling;60;Paladin;Human;Male;2;Alt;Casperlee-WildGrowth,Daney-WildGrowth,Jimmeyy-WildGrowth,Johney-WildGrowth(main),Móuse-WildGrowth,Roney-WildGrowth,Yaney-WildGrowth;20 Mar '26;06 Apr '26;Altling: 06 Apr '26,Imp: 20 Mar '26;;Johney [Herb]113/[Alc]300;Joined: 20 Mar '26 ;;Alliance
Joeyzs;Imp;60;Priest;Dwarf;Male;2;;;29 Dec '25;29 Dec '25;Imp: 29 Dec '25;;new main [TL]84/[Ench]21;Joined: 29 Dec '25;;Alliance
Johney;Fel Reaver;60;Paladin;Human;Male;8;Main;Casperlee-WildGrowth,Daney-WildGrowth,Jimmeyy-WildGrowth,Joeeyy-WildGrowth,Móuse-WildGrowth,Roney-WildGrowth,Yaney-WildGrowth;02 Jan '26;15 Mar '26;Fel Reaver: 15 Mar '26,Altling: 06 Jan '26,Imp: 02 Jan '26;;main [Ench]/[BS]300 1411;Joined: 02 Jan '26;;Alliance
Justinbbgun;Altling;60;Hunter;Dwarf;Male;0.75;;;20 Jul '26;25 Jul '26;Altling: 25 Jul '26,Imp: 20 Jul '26;;Jon [Ench]/[Alc]300;Joined: 20 Jul '26 ;;Alliance
Kadpri;Altling;10;Priest;Night Elf;Female;252;Alt;Blooddogg-WildGrowth,Kaduk-WildGrowth,Kadwar-WildGrowth(main);22 Nov '25;22 Nov '25;Altling: 22 Nov '25;;Kadwar;Joined: 22 Nov '25;;Alliance
Kaduk;Fel Reaver;60;Paladin;Human;Male;252;Alt;Blooddogg-WildGrowth,Kadpri-WildGrowth,Kadwar-WildGrowth(main);22 Nov '25;24 Nov '25;Fel Reaver: 24 Nov '25;;main [Alc]/[Herb]300;Joined: 22 Nov '25;;Alliance
Kadwar;Fel Reaver;60;Warrior;Human;Male;252;Main;Blooddogg-WildGrowth,Kadpri-WildGrowth,Kaduk-WildGrowth;22 Nov '25;10 May '26;Fel Reaver: 10 May '26,Void Knight: 24 Nov '25;;main [Mine]/[BS]300;Joined: 22 Nov '25;;Alliance
Kaesa;Altling;54;Mage;Gnome;Female;31;Alt;Helnah-WildGrowth(main);01 May '26;03 May '26;Altling: 03 May '26,Imp: 01 May '26;;Helnah Alt [TL]300/[Ench]252;Joined: 01 May '26 ;;Alliance
Kakos;Imp;52;Paladin;Human;Male;31;;;30 Jun '26;30 Jun '26;Imp: 30 Jun '26;; [BS]1/[Mine]101;Joined: 30 Jun '26;;Alliance
Karcina;Fel Reaver;60;Druid;Night Elf;Female;0.79;Alt;Herexi-WildGrowth(main);10 Jun '26;18 Jun '26;Fel Reaver: 18 Jun '26,Imp: 10 Jun '26;;Jon [LW]/[Herb]300;Joined: 10 Jun '26 ;;Alliance
Karmasmom;Imp;60;Warrior;Human;Male;0.42;Main;;02 Jul '26;02 Jul '26;Imp: 02 Jul '26;; [Ench]60/[Mine]72;Joined: 02 Jul '26 ;;Alliance
Kashmankrr;Imp;60;Warlock;Human;Male;64;;;07 Apr '26;07 Apr '26;Imp: 07 Apr '26;;main;Joined: 07 Apr '26 ;;Alliance
Katakura;Fel Reaver;60;Druid;Night Elf;Female;0.04;Main;Daifuka-WildGrowth,Perospera-WildGrowth;18 May '26;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 18 May '26;;Main/Owl [Mine]/[Skin]300;Joined: 18 May '26 ;;Alliance
Kellv;Imp;60;Mage;Human;Female;36;Main;Kellvo-WildGrowth;01 May '26;01 May '26;Imp: 01 May '26;;Friend Belove [TL]/[Ench]300;Joined: 01 May '26 ;;Alliance
Kellvo;Altling;44;Hunter;Night Elf;Female;36;Alt;Kellv-WildGrowth(main);04 May '26;04 May '26;Altling: 04 May '26,Imp: 04 May '26;;Kellv [LW]92/[Skin]215;Joined: 04 May '26 ;;Alliance
Kffc;Altling;60;Mage;Gnome;Male;0.54;Alt;Ccw-WildGrowth,Huntter-WildGrowth,Orrp-WildGrowth(main),Priestkw-WildGrowth,Srt-WildGrowth,Trrt-WildGrowth;13 May '26;13 May '26;Altling: 13 May '26,Imp: 13 May '26;;Orrp KFC [Ench] 300;Joined: 13 May '26 ;;Alliance
Kickany;Altling;25;Mage;Human;Female;3;Alt;Cickány-WildGrowth(main);05 Jul '26;05 Jul '26;Altling: 05 Jul '26,Imp: 05 Jul '26;;Cickany alt;Joined: 05 Jul '26 ;;Alliance
Kilio;Imp;60;Druid;Night Elf;Female;54;;;22 May '26;22 May '26;Imp: 22 May '26;; [Skin]227/[Herb]170;Joined: 22 May '26 ;;Alliance
Killcurry;Fel Reaver;60;Druid;Night Elf;Male;28;Main;Killpaprika-WildGrowth;23 Nov '25;23 Nov '25;Fel Reaver: 23 Nov '25,Imp: 23 Nov '25;;balance boomer enchanter max;Joined: 23 Nov '25;;Alliance
Killpaprika;Altling;28;Hunter;Night Elf;Male;29;Alt;Killcurry-WildGrowth(main);23 Jun '26;30 Jun '26;Altling: 30 Jun '26,Imp: 23 Jun '26;;Killcurry;Joined: 23 Jun '26 ;;Alliance
Killshade;Imp;60;Rogue;Human;Female;2;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;; [Skin]/[LW]300;Joined: 28 Jul '26 ;;Alliance
Kimböslice;Imp;60;Mage;Gnome;Male;2;Main;;20 Jul '26;20 Jul '26;Imp: 20 Jul '26;; [Alc]/[Herb]300;Joined: 17 Jul '26 ;;Alliance
Kirinyo;Altling;60;Hunter;Dwarf;Male;43;Alt;Kiripew-WildGrowth(main);26 Mar '26;09 Apr '26;Altling: 09 Apr '26,Imp: 26 Mar '26;;Kiri [Herb]/[Mine]300;Joined: 26 Mar '26 ;;Alliance
Kiripew;Void Knight;60;Mage;Gnome;Female;38;Main;Kirinyo-WildGrowth;26 Nov '25;11 Jan '26;Void Knight: 11 Jan '26,Fel Reaver: 26 Nov '25,Imp: 26 Nov '25;;main [Eng]/[TL]300;Joined: 26 Nov '25;;Alliance
Kleinfleisch;Altling;53;Mage;Gnome;Male;12;Alt;Demonfleisch-WildGrowth,Eulenvlees-WildGrowth,Knackfleisch-WildGrowth(main);20 Dec '25;20 Dec '25;Altling: 20 Dec '25,Imp: 20 Dec '25;;Fleischnacken[Herb]197/[Ench]60;Joined: 20 Dec '25;;Alliance
Knackfleisch;Altling;60;Paladin;Dwarf;Male;12;Main;Demonfleisch-WildGrowth,Eulenvlees-WildGrowth,Kleinfleisch-WildGrowth;28 Nov '25;16 Jan '26;Altling: 16 Jan '26,Fel Reaver: 28 Nov '25,Imp: 30 Nov '25;;Fleischnackn [Skin]/[Eng]300;Joined: 28 Nov '25;;Alliance
Knuddlbärchi;Altling;60;Warrior;Human;Female;40;Alt;Blastbärchi-WildGrowth,Knûddlbärchi-WildGrowth(main),Schmübärchi-WildGrowth;18 May '26;02 Jun '26;Altling: 02 Jun '26,Imp: 18 May '26;;Knuddl - alt [Mine]300/[BS]34;Joined: 18 May '26 ;;Alliance
Knûddlbärchi;Fel Reaver;60;Druid;Night Elf;Female;35;Main;Blastbärchi-WildGrowth,Knuddlbärchi-WildGrowth,Schmübärchi-WildGrowth;09 May '26;02 Jun '26;Fel Reaver: 02 Jun '26,Imp: 09 May '26;;main [LW]/[Skin]300;Joined: 09 May '26 ;;Alliance
Krackax;Imp;60;Warrior;Dwarf;Male;54;Main;Krackx-WildGrowth;11 Apr '26;11 Apr '26;Imp: 11 Apr '26;;War: Krackax   Pala: Krackx;Joined: 11 Apr '26 ;;Alliance
Krackx;Altling;60;Paladin;Human;Male;54;Alt;Krackax-WildGrowth(main);08 May '26;02 Jun '26;Altling: 02 Jun '26,Imp: 08 May '26;;Krackax [Alc]285/[LW]115;Joined: 08 May '26 ;;Alliance
Kradashdin;Fel Reaver;60;Paladin;Dwarf;Male;0.54;;;25 Jun '26;24 Jul '26;Fel Reaver: 24 Jul '26,Imp: 25 Jun '26;;main [Eng]/[Mine]300;Joined: 25 Jun '26 ;;Alliance
Kurteis;Imp;60;Priest;Night Elf;Female;9;Main;;07 Jul '26;07 Jul '26;Imp: 07 Jul '26;; [Alc]300/[Ench]56;Joined: 07 Jul '26 ;;Alliance
Kwakzalvert;Altling;60;Druid;Night Elf;Male;36;Alt;Ratladyxd-WildGrowth,Ratlorddxd-WildGrowth(main);20 May '26;20 May '26;Altling: 20 May '26,Imp: 20 May '26;;Rat [Alc]/[Mine]300;Joined: 20 May '26 ;;Alliance
Kwenziz;Imp;60;Druid;Night Elf;Male;30;;;06 Apr '26;06 Apr '26;Imp: 06 Apr '26;; [Herb]225/[Alc]300;Joined: 06 Apr '26 ;;Alliance
Laclau;Fel Reaver;60;Druid;Night Elf;Male;14;Main;Angebode-WildGrowth,Auslag-WildGrowth,Bedem-WildGrowth,Beeowulf-WildGrowth,Brunhiilde-WildGrowth,Grimmnok-WildGrowth,Heahmòund-WildGrowth,Heahmùnd-WildGrowth,Impurrfect-WildGrowth,Shortcomings-WildGrowth,Shortcumming-WildGrowth;04 Dec '25;05 Dec '25;Fel Reaver: 05 Dec '25,Imp: 04 Dec '25;;main [Skin]/[Mine]300;Joined: 04 Dec '25;;Alliance
Laisip;Imp;60;Druid;Night Elf;Male;12;Main;;11 Jun '26;11 Jun '26;Imp: 11 Jun '26;; [LW]272/[Skin]300;Joined: 11 Jun '26 ;;Alliance
Lamebuca;Fel Reaver;60;Warrior;Night Elf;Male;0.04;;;10 Jun '26;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 10 Jun '26;;main [BS]/[Mine]300;Joined: 10 Jun '26 ;;Alliance
Lanadelprey;Altling;60;Priest;Night Elf;Female;24;Alt;Belove-WildGrowth(main),Hollymolle-WildGrowth,Lubowa-WildGrowth,Merylsheep-WildGrowth,Tentacleport-WildGrowth,Unlockyou-WildGrowth;06 Jan '26;16 Jan '26;Altling: 16 Jan '26,Imp: 06 Jan '26;;Belove;Joined: 06 Jan '26;;Alliance
Landrath;Altling;60;Druid;Night Elf;Male;0.83;Alt;Bumsum-WildGrowth,Mysticbum-WildGrowth,Sumbum-WildGrowth(main);02 Jan '26;16 Jan '26;Altling: 16 Jan '26,Imp: 02 Jan '26;;Ol' Grin Grin tail/lw;Joined: 02 Jan '26;;Alliance
Larîssa;Altling;60;Paladin;Human;Female;0.58;Alt;Delvîn-WildGrowth(main);09 Jul '26;09 Jul '26;Altling: 09 Jul '26,Imp: 09 Jul '26;;Delvîn [Eng]265/[Mine]270;Joined: 09 Jul '26 ;;Alliance
Lazard;Fel Reaver;60;Paladin;Human;Male;3;Main;Atlex-WildGrowth,Solarisone-WildGrowth;28 Jun '26;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 28 Jun '26;;main [Mine]300/[BS]278;Joined: 28 Jun '26 ;;Alliance
Lbx;Altling;60;Warlock;Human;Female;0.5;Alt;Fakenews-WildGrowth,Fbx-WildGrowth,Mbx-WildGrowth,Pbx-WildGrowth(main),Ubx-WildGrowth;09 May '26;14 May '26;Altling: 14 May '26,Imp: 09 May '26;;Pbx is here ;Joined: 09 May '26 ;;Alliance
Leeloò;Imp;41;Warrior;Gnome;Female;24;;;24 May '26;24 May '26;Imp: 24 May '26;;main [BS]196/[Mine]182;Joined: 24 May '26 ;;Alliance
Leevancleave;Altling;60;Warrior;Human;Male;0.54;Alt;Anure-WildGrowth(main),Shadowgasp-WildGrowth;15 Mar '26;15 Mar '26;Altling: 15 Mar '26,Imp: 15 Mar '26;;Anure;Joined: 15 Mar '26 ;;Alliance
Leganix;Arch Fiendling;60;Hunter;Night Elf;Female;3;Alt;Lègánix-WildGrowth,Léganix-WildGrowth,Snuffs-WildGrowth,Stabbynix-WildGrowth(main),Ìnsaníty-WildGrowth;18 Feb '26;25 May '26;Arch Fiendling: 25 May '26,Altling: 18 Feb '26,Imp: 18 Feb '26;;Thawmaster [Mine]113/[Eng]151;Joined: 18 Feb '26 ;;Alliance
Leisky;Imp;30;Paladin;Human;Female;29;;;02 Jul '26;02 Jul '26;Imp: 02 Jul '26;; [Mine]121/[BS]101;Joined: 02 Jul '26 ;;Alliance
Lepotica;Imp;60;Warrior;Night Elf;Female;0.04;Main;;30 Nov '25;31 Nov '25;Imp: 31 Nov '25;;main [Mine]/[Eng]300;Joined: 30 Nov '25 ;;Alliance
Letkeelutka;Fel Reaver;60;Priest;Dwarf;Female;196;Main;Lobotomia-WildGrowth,Mieshuora-WildGrowth;21 Nov '25;04 Dec '25;Fel Reaver: 04 Dec '25,Imp: 21 Nov '25;;Big Booty Goth Girl ENCH;Joined: 21 Nov '25;;Alliance
Liebstöckel;Altling;16;Priest;Human;Female;156;Alt;Brennessel-WildGrowth,Fenchel-WildGrowth(main),Hagebutte-WildGrowth;07 Feb '26;07 Feb '26;Altling: 07 Feb '26,Imp: 07 Feb '26;;Fenchel [TL]125/[Ench]120;Joined: 07 Feb '26 ;;Alliance
Lightonoff;Imp;60;Paladin;Human;Male;0.5;;;24 Jul '26;24 Jul '26;Imp: 24 Jul '26;;1114 gs ret;Joined: 24 Jul '26 ;;Alliance
Lilmilkman;Altling;60;Warlock;Gnome;Male;4;Main;Garryglitter-WildGrowth;04 Jan '26;04 Jan '26;Altling: 04 Jan '26,Imp: 04 Jan '26;;stev0 god;Joined: 04 Jan '26;;Alliance
Loashi;Fel Reaver;60;Mage;Gnome;Female;4;Main;Anaire-WildGrowth,Anteg-WildGrowth,Plotka-WildGrowth;12 Dec '25;28 Jan '26;Fel Reaver: 28 Jan '26,Imp: 12 Dec '25;;huge pipi mage [Ench]/[TL]300;Joined: 12 Dec '25;;Alliance
Lobotomia;Altling;60;Warlock;Human;Female;194;Alt;Letkeelutka-WildGrowth(main),Mieshuora-WildGrowth;22 Nov '25;04 Dec '25;Altling: 04 Dec '25,Imp: 22 Nov '25;;Letkee Humble Prof Alt Tailor;Joined: 22 Nov '25;;Alliance
Locksta;Altling;40;Warlock;Gnome;Male;241;Alt;Bushmaster-WildGrowth(main);26 Nov '25;15 Dec '25;Altling: 15 Dec '25,Imp: 26 Nov '25;;Alt Bushmaster;Joined: 26 Nov '25;;Alliance
Lokki;Imp;60;Warlock;Human;Female;105;;;06 Apr '26;06 Apr '26;Imp: 06 Apr '26;;;Joined: 06 Apr '26 ;;Alliance
Lokrath;Imp;60;Paladin;Human;Male;50;;;03 Jun '26;03 Jun '26;Imp: 03 Jun '26;; [BS]283/[Eng]261;Joined: 03 Jun '26 ;;Alliance
Louu;Imp;36;Warrior;Human;Male;80;;;22 Apr '26;22 Apr '26;Imp: 22 Apr '26;; [Mine]66/[BS]39;Joined: 22 Apr '26 ;;Alliance
Lubowa;Altling;60;Hunter;Night Elf;Female;24;Alt;Belove-WildGrowth(main),Hollymolle-WildGrowth,Lanadelprey-WildGrowth,Merylsheep-WildGrowth,Tentacleport-WildGrowth,Unlockyou-WildGrowth;07 Jan '26;16 Jan '26;Altling: 16 Jan '26,Imp: 07 Jan '26;;Besleepin;Joined: 07 Jan '26;;Alliance
Lubud;Fel Reaver;60;Druid;Night Elf;Female;0.75;Main;Lubup-WildGrowth,Lubuw-WildGrowth,Lubuwarrior-WildGrowth;22 May '26;19 Jun '26;Fel Reaver: 19 Jun '26,Imp: 22 May '26;;main;Joined: 22 May '26 ;;Alliance
Lubuhunter;Altling;60;Hunter;Night Elf;Female;0.79;;;24 Jul '26;24 Jul '26;Altling: 24 Jul '26,Imp: 24 Jul '26;;Lubu;Joined: 24 Jul '26 ;;Alliance
Lubumage;Imp;8;Mage;Gnome;Female;1;;;29 Jul '26;29 Jul '26;Imp: 29 Jul '26;;;Joined: 29 Jul '26 ;;Alliance
Lubup;Altling;60;Paladin;Human;Female;4;Alt;Lubud-WildGrowth(main),Lubuw-WildGrowth,Lubuwarrior-WildGrowth;01 Jun '26;01 Jun '26;Altling: 01 Jun '26,Imp: 01 Jun '26;;Lubud;Joined: 01 Jun '26 ;;Alliance
Lubuw;Imp;9;Warlock;Gnome;Male;6;Alt;Lubud-WildGrowth(main),Lubup-WildGrowth,Lubuwarrior-WildGrowth;18 Jun '26;18 Jun '26;Imp: 18 Jun '26;;;Joined: 18 Jun '26 ;;Alliance
Lubuwarrior;Altling;60;Warrior;Human;Female;0.02;Alt;Lubud-WildGrowth(main),Lubup-WildGrowth,Lubuw-WildGrowth;20 Jun '26;13 Jul '26;Altling: 13 Jul '26,Imp: 20 Jun '26;;Lubu [Herb]11/[Skin]61;Joined: 20 Jun '26 ;;Alliance
Luneiru;Fel Reaver;60;Warrior;Night Elf;Female;11;Main;Zpiken-WildGrowth;21 Nov '25;10 May '26;Fel Reaver: 10 May '26,Void Knight: 21 Nov '25;;main [Ench]300/[Mine]188;Joined: 21 Nov '25;;Alliance
Lunett;Altling;60;Druid;Night Elf;Female;0.04;Alt;Annot-WildGrowth,Barritt-WildGrowth,Ciannait-WildGrowth,Detract-WildGrowth,Nerrit-WildGrowth,Prudent-WildGrowth,Robbt-WildGrowth(main),Starlitt-WildGrowth,Truitt-WildGrowth;21 Nov '25;21 Nov '25;Altling: 21 Nov '25;;Robbt [Alc]/[Herb]300;Joined: 21 Nov '25;;Alliance
Lusia;Imp;60;Druid;Night Elf;Female;27;Alt;Spineshatter-WildGrowth(main);23 Apr '26;23 Apr '26;Imp: 23 Apr '26;;Alt of Spineshatter ;Joined: 23 Apr '26 ;;Alliance
Lysstrålen;Altling;60;Paladin;Human;Female;36;Alt;Bjørneñbjørn-WildGrowth(main);02 Jan '26;06 Jan '26;Altling: 06 Jan '26,Imp: 02 Jan '26;;Bjorn [Alc]/[Mine]300;Joined: 02 Jan '26;;Alliance
Lâ;Altling;60;Mage;Human;Female;0.02;Alt;Alito-WildGrowth,Parsegrise-WildGrowth,Ttbm-WildGrowth,Âl-WildGrowth(main);14 Jan '26;16 Jan '26;Altling: 16 Jan '26,Imp: 14 Jan '26;;Al [Alc]/[Herb]300;Joined: 14 Jan '26;;Alliance
Lègánix;Arch Fiendling;60;Warrior;Human;Female;0.5;Alt;Leganix-WildGrowth,Léganix-WildGrowth,Snuffs-WildGrowth,Stabbynix-WildGrowth(main),Ìnsaníty-WildGrowth;16 Dec '25;25 May '26;Arch Fiendling: 25 May '26,Altling: 19 Dec '25,Imp: 16 Dec '25;;Leganix [Alc]/[Herb]300;Joined: 16 Dec '25;;Alliance
Léganix;Arch Fiend;60;Paladin;Human;Female;0.02;Alt;Leganix-WildGrowth,Lègánix-WildGrowth,Snuffs-WildGrowth,Stabbynix-WildGrowth(main),Ìnsaníty-WildGrowth;18 Dec '25;25 May '26;Arch Fiend: 25 May '26,Void Knight: 28 Apr '26,Altling: 13 Feb '26,Fel Reaver: 16 Jan '26,Imp: 18 Dec '25;;Alt [Ench]/[Mine]300;Joined: 18 Dec '25;;Alliance
Lóu;Imp;21;Paladin;Human;Female;26;;;11 Jun '26;11 Jun '26;Imp: 11 Jun '26;;;Joined: 11 Jun '26 ;;Alliance
Lökmusen;Imp;60;Paladin;Human;Female;13;;;11 Dec '25;11 Dec '25;Imp: 11 Dec '25;;main [Ench]/[Mine]300;Joined: 11 Dec '25;;Alliance
Madcuzbadd;Imp;60;Paladin;Human;Female;21;;;27 Jun '26;27 Jun '26;Imp: 27 Jun '26;; [Mine]87/[Ench]24;Joined: 27 Jun '26 ;;Alliance
Madpakketyv;Imp;60;Paladin;Human;Male;2;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;;Pbx's Girlfriend(always limping;Joined: 28 Jul '26 ;;Alliance
Mahoney;Fel Reaver;60;Paladin;Human;Male;71;Main;Moonhoney-WildGrowth;14 Apr '26;10 May '26;Fel Reaver: 10 May '26,Imp: 14 Apr '26;;Brohoney [Mine]278/[BS]260;Joined: 14 Apr '26 ;;Alliance
Maneo;Imp;60;Mage;Human;Male;17;;;10 May '26;10 May '26;Imp: 10 May '26;;dps 1350gs [TL]300/[Mine]40;Joined: 10 May '26 ;;Alliance
Mangoboss;Fel Reaver;60;Paladin;Human;Female;52;Main;;23 Nov '25;24 Nov '25;Fel Reaver: 24 Nov '25,Imp: 23 Nov '25;;main [Mine]/[Ench]300;Joined: 23 Nov '25;;Alliance
Maqqie;Imp;30;Priest;Human;Female;87;;;30 Apr '26;30 Apr '26;Imp: 30 Apr '26;; [Ench]51/[TL]70;Joined: 30 Apr '26;;Alliance
Mathematics;Imp;60;Warrior;Human;Female;0.25;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;; [Alc]289/[Eng]299;Joined: 28 Jul '26 ;;Alliance
Matyldicka;Altling;60;Priest;Night Elf;Female;132;Alt;Coodla-WildGrowth(main);22 Nov '25;24 Nov '25;Altling: 24 Nov '25;;Kudla [Ench]300/[TL]296;Joined: 22 Nov '25;;Alliance
Mayhempots;Altling;1;Paladin;Human;Female;3;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;28 Nov '25;15 Dec '25;Altling: 15 Dec '25,Imp: 28 Nov '25;;Pottorondo;Joined: 28 Nov '25;;Alliance
Maynia;Imp;60;Paladin;Human;Female;0.54;Main;Samila-WildGrowth;26 Jun '26;26 Jun '26;Imp: 26 Jun '26;;Main;Joined: 26 Jun '26 ;;Alliance
Mbx;Altling;60;Mage;Human;Female;0.46;Alt;Fakenews-WildGrowth,Fbx-WildGrowth,Lbx-WildGrowth,Pbx-WildGrowth(main),Ubx-WildGrowth;06 May '26;14 May '26;Altling: 14 May '26,Imp: 06 May '26;;Pbx [Ench]/[TL]300;Joined: 06 May '26 ;;Alliance
